Date,Value
2014-10-24,81.83
2014-10-17,82.96
2014-10-10,87.62
2014-10-03,91.44
2014-09-26,92.39
2014-09-19,93.54
2014-09-12,92.44
2014-09-05,94.04
2014-08-29,94.32
2014-08-22,94.91
2014-08-15,97.19
2014-08-08,97.52
2014-08-01,99.79
2014-07-25,103.26
2014-07-18,101.68
2014-07-11,102.6
2014-07-04,104.81
2014-06-27,106.06
2014-06-20,106.58
2014-06-13,105.32
2014-06-06,102.58
2014-05-30,103.28
2014-05-23,103.44
2014-05-16,101.64
2014-05-09,100
2014-05-02,100.21
2014-04-25,102.1
2014-04-18,103.97
2014-04-11,102.75
2014-04-04,100.47
2014-03-28,100.4
2014-03-21,99.41
2014-03-14,99.25
2014-03-07,102.77
2014-02-28,102.45
2014-02-21,102.72
2014-02-14,100.2
2014-02-07,97.74
2014-01-31,97.24
2014-01-24,96.42
2014-01-17,93.38
2014-01-10,92.76
2014-01-03,96.78
2013-12-27,99.5
2013-12-20,98.12
2013-12-13,97.48
2013-12-06,96.42
2013-11-29,93.2
2013-11-22,94
2013-11-15,93.93
2013-11-08,94.32
2013-11-01,96.93
2013-10-25,97.77
2013-10-18,101.48
2013-10-11,102.63
2013-10-04,103.12
2013-09-27,103.06
2013-09-20,106.23
2013-09-13,108.26
2013-09-06,108.67
2013-08-30,108.3
2013-08-23,105.47
2013-08-16,106.92
2013-08-09,105.12
2013-08-02,105.5
2013-07-26,105.94
2013-07-19,106.98
2013-07-12,104.81
2013-07-05,100.51
2013-06-28,95.92
2013-06-21,96.71
2013-06-14,96.31
2013-06-07,94.26
2013-05-31,93.43
2013-05-24,95.11
2013-05-17,94.97
2013-05-10,96.17
2013-05-03,93.72
2013-04-26,91.2
2013-04-19,87.97
2013-04-12,93.4
2013-04-05,94.93
2013-03-29,96.24
2013-03-22,93
2013-03-15,92.72
2013-03-08,90.98
2013-03-01,92.25
2013-02-22,94.27
2013-02-15,96.94
2013-02-08,96.2
2013-02-01,97.44
2013-01-25,95.83
2013-01-18,94.54
2013-01-11,93.36
2013-01-04,92.74
2012-12-28,90.32
2012-12-21,88.69
2012-12-14,86.15
2012-12-07,87.53
2012-11-30,87.68
2012-11-23,87.92
2012-11-16,85.88
2012-11-09,85.99
2012-11-02,85.88
2012-10-26,86.69
2012-10-19,91.64
2012-10-12,91.38
2012-10-05,90.82
2012-09-28,91.46
2012-09-21,93.73
2012-09-14,97.61
2012-09-07,95.65
2012-08-31,95.68
2012-08-24,96.47
2012-08-17,94.42
2012-08-10,93.09
2012-08-03,89.06
2012-07-27,89.03
2012-07-20,90.32
2012-07-13,85.78
2012-07-06,85.77
2012-06-29,80.29
2012-06-22,81.41
2012-06-15,83.32
2012-06-08,84.44
2012-06-01,87.09
2012-05-25,91.13
2012-05-18,93.12
2012-05-11,96.99
2012-05-04,103.46
2012-04-27,104.05
2012-04-20,103.02
2012-04-13,102.53
2012-04-06,103.51
2012-03-30,105.11
2012-03-23,106.64
2012-03-16,106.13
2012-03-09,106.31
2012-03-02,107.54
2012-02-24,107.43
2012-02-17,101.8
2012-02-10,98.51
2012-02-03,97.81
2012-01-27,99.44
2012-01-20,100.04
2012-01-13,100.44
2012-01-06,102.39
2011-12-30,99.8
2011-12-23,97.8
2011-12-16,96.05
2011-12-09,100.1
2011-12-02,99.9
2011-11-25,96.97
2011-11-18,99.27
2011-11-11,96.97
2011-11-04,93.24
2011-10-28,92.38
2011-10-21,86.71
2011-10-14,85.56
2011-10-07,79.71
2011-09-30,81.45
2011-09-23,83.77
2011-09-16,88.93
2011-09-09,87.91
2011-09-02,88.07
2011-08-26,85.08
2011-08-19,85.35
2011-08-12,82.92
2011-08-05,90.82
2011-07-29,97.87
2011-07-22,98.11
2011-07-15,96.71
2011-07-08,97.1
2011-07-01,93.73
2011-06-24,92.85
2011-06-17,95.89
2011-06-10,100.01
2011-06-03,100.9
2011-05-27,99.89
2011-05-20,98.46
2011-05-13,100.65
2011-05-06,106.16
2011-04-29,112.81
2011-04-22,109.75
2011-04-15,108.21
2011-04-08,109.75
2011-04-01,105.54
2011-03-25,104.62
2011-03-18,99.77
2011-03-11,103.74
2011-03-04,101.03
2011-02-25,96.71
2011-02-18,85.34
2011-02-11,86.69
2011-02-04,90.68
2011-01-28,87.27
2011-01-21,90.05
2011-01-14,91.03
2011-01-07,89.53
2010-12-31,90.97
2010-12-24,90.16
2010-12-17,88.25
2010-12-10,88.5
2010-12-03,86.76
2010-11-26,82.65
2010-11-19,82.2
2010-11-12,86.86
2010-11-05,84.98
2010-10-29,82.12
2010-10-22,81.32
2010-10-15,82.06
2010-10-08,82.37
2010-10-01,78.42
2010-09-24,74.95
2010-09-17,75.65
2010-09-10,74.87
2010-09-03,74.03
2010-08-27,73.16
2010-08-20,74.86
2010-08-13,78.18
2010-08-06,81.81
2010-07-30,78.16
2010-07-23,77.76
2010-07-16,76.35
2010-07-09,74.4
2010-07-02,74.98
2010-06-25,77.35
2010-06-18,76.74
2010-06-11,73.41
2010-06-04,72.89
2010-05-28,71.8
2010-05-21,69.48
2010-05-14,74.97
2010-05-07,80.22
2010-04-30,84.24
2010-04-23,83.48
2010-04-16,84.6
2010-04-09,85.93
2010-04-02,83.29
2010-03-26,80.86
2010-03-19,81.46
2010-03-12,81.76
2010-03-05,80.19
2010-02-26,79.37
2010-02-19,78.3
2010-02-12,73.91
2010-02-05,74.59
2010-01-29,74.03
2010-01-22,76.82
2010-01-15,80.07
2010-01-08,82.37
2010-01-01,79.07
2009-12-25,75.4
2009-12-18,71.77
2009-12-11,71.53
2009-12-04,76.84
2009-11-27,76.9
2009-11-20,78.36
2009-11-13,78.21
2009-11-06,79.04
2009-10-30,78.51
2009-10-23,80.35
2009-10-16,75.74
2009-10-09,70.86
2009-10-02,68.99
2009-09-25,68.43
2009-09-18,71.36
2009-09-11,70.91
2009-09-04,68.41
2009-08-28,72.62
2009-08-21,70.96
2009-08-14,69.65
2009-08-07,71.57
2009-07-31,67.07
2009-07-24,65.86
2009-07-17,61.27
2009-07-10,61.48
2009-07-03,69.36
2009-06-26,68.85
2009-06-19,70.61
2009-06-12,70.83
2009-06-05,68.1
2009-05-29,64.32
2009-05-22,60.69
2009-05-15,58.07
2009-05-08,56
2009-05-01,51.07
2009-04-24,48.48
2009-04-17,49.8
2009-04-10,50.46
2009-04-03,50.32
2009-03-27,53.45
2009-03-20,49.46
2009-03-13,45.68
2009-03-06,43.26
2009-02-27,42.18
2009-02-20,36.99
2009-02-13,36.91
2009-02-06,40.5
2009-01-30,42.52
2009-01-23,43.11
2009-01-16,36.91
2009-01-09,44.51
2009-01-02,42.5
2008-12-26,37.99
2008-12-19,39.65
2008-12-12,44.71
2008-12-05,45.5
2008-11-28,53.54
2008-11-21,52.5
2008-11-14,58.64
2008-11-07,64.31
2008-10-31,65.44
2008-10-24,68.78
2008-10-17,75.21
2008-10-10,86.22
2008-10-03,96.68
2008-09-26,109.63
2008-09-19,97.29
2008-09-12,102.85
2008-09-05,108.3
2008-08-29,116.12
2008-08-22,115.63
2008-08-15,114.45
2008-08-08,118.88
2008-08-01,124.57
2008-07-25,126.44
2008-07-18,135.34
2008-07-11,140.04
2008-07-04,142.46
2008-06-27,137.63
2008-06-20,134.37
2008-06-13,134.73
2008-06-06,128.14
2008-05-30,128.46
2008-05-23,130.46
2008-05-16,124.93
2008-05-09,123
2008-05-02,115.34
2008-04-25,117.95
2008-04-18,114.41
2008-04-11,109.74
2008-04-04,103.49
2008-03-28,104.24
2008-03-21,105.36
2008-03-14,109.42
2008-03-07,103.42
2008-02-29,100.84
2008-02-22,99.45
2008-02-15,94.12
2008-02-08,89.09
2008-02-01,91.13
2008-01-25,89.24
2008-01-18,91.53
2008-01-11,94.7
2008-01-04,98.17
2007-12-28,95.68
2007-12-21,91.35
2007-12-14,91.16
2007-12-07,88.73
2007-11-30,92.49
2007-11-23,97.04
2007-11-16,93.68
2007-11-09,95.77
2007-11-02,93.57
2007-10-26,88.45
2007-10-19,87.84
2007-10-12,81.47
2007-10-05,80.58
2007-09-28,81.06
2007-09-21,81.79
2007-09-14,78.96
2007-09-07,75.95
2007-08-31,72.92
2007-08-24,70.15
2007-08-17,72.06
2007-08-10,71.94
2007-08-03,76.78
2007-07-27,75.26
2007-07-20,74.94
2007-07-13,72.8
2007-07-06,71.78
2007-06-29,69.23
2007-06-22,68.83
2007-06-15,66.65
2007-06-08,65.89
2007-06-01,63.93
2007-05-25,65.28
2007-05-18,63.6
2007-05-11,61.89
2007-05-04,63.78
2007-04-27,65.57
2007-04-20,63.01
2007-04-13,62.58
2007-04-06,64.81
2007-03-30,64.36
2007-03-23,59.38
2007-03-16,57.93
2007-03-09,60.85
2007-03-02,61.66
2007-02-23,60.06
2007-02-16,58.45
2007-02-09,58.99
2007-02-02,57.09
2007-01-26,54.24
2007-01-19,51.48
2007-01-12,54.12
2007-01-05,56.74
2006-12-29,60.76
2006-12-22,62.83
2006-12-15,61.91
2006-12-08,62.32
2006-12-01,62.07
2006-11-24,59.4
2006-11-17,57.54
2006-11-10,59.91
2006-11-03,58.56
2006-10-27,60.13
2006-10-20,58.37
2006-10-13,58.5
2006-10-06,59.78
2006-09-29,62.22
2006-09-22,61.61
2006-09-15,63.98
2006-09-08,67.42
2006-09-01,69.96
2006-08-25,72.34
2006-08-18,71.93
2006-08-11,75.6
2006-08-04,75.07
2006-07-28,74.1
2006-07-21,73.8
2006-07-14,75.29
2006-07-07,74.81
2006-06-30,72.67
2006-06-23,69.99
2006-06-16,69.49
2006-06-09,71.58
2006-06-02,71.5
2006-05-26,70.71
2006-05-19,69.12
2006-05-12,71.59
2006-05-05,72.14
2006-04-28,72.2
2006-04-21,72.21
2006-04-14,68.92
2006-04-07,67.07
2006-03-31,66.09
2006-03-24,62.19
2006-03-17,62.68
2006-03-10,60.89
2006-03-03,62.28
2006-02-24,61.39
2006-02-17,59.36
2006-02-10,63.04
2006-02-03,66.58
2006-01-27,67.01
2006-01-20,66.81
2006-01-13,63.73
2006-01-06,63.39
2005-12-30,59.84
2005-12-23,58.12
2005-12-16,60.31
2005-12-09,59.82
2005-12-02,57.79
2005-11-25,58.42
2005-11-18,57.01
2005-11-11,58.69
2005-11-04,60.34
2005-10-28,61.15
2005-10-21,62.33
2005-10-14,63.03
2005-10-07,63.07
2005-09-30,66.05
2005-09-23,66.22
2005-09-16,63.86
2005-09-09,64.73
2005-09-02,68.6
2005-08-26,66.42
2005-08-19,64.84
2005-08-12,64.91
2005-08-05,61.6
2005-07-29,59.56
2005-07-22,57.46
2005-07-15,59.09
2005-07-08,60.31
2005-07-01,58.25
2005-06-24,59.12
2005-06-17,56.25
2005-06-10,53.72
2005-06-03,53.81
2005-05-27,50.53
2005-05-20,47.71
2005-05-13,50.35
2005-05-06,50.47
2005-04-29,52.37
2005-04-22,52.94
2005-04-15,51.48
2005-04-08,55.27
2005-04-01,54.99
2005-03-25,55.33
2005-03-18,55.92
2005-03-11,54.24
2005-03-04,52.77
2005-02-25,51.3
2005-02-18,47.78
2005-02-11,46.08
2005-02-04,46.99
2005-01-28,48.65
2005-01-21,47.84
2005-01-14,46.76
2005-01-07,44.08
2004-12-31,42.55
2004-12-24,44.96
2004-12-17,43.5
2004-12-10,41.92
2004-12-03,46.03
2004-11-26,49.01
2004-11-19,46.9
2004-11-12,48.01
2004-11-05,49.81
2004-10-29,52.97
2004-10-22,54.3
2004-10-15,53.9
2004-10-08,51.8
2004-10-01,49.76
2004-09-24,47.83
2004-09-17,44.26
2004-09-10,43.38
2004-09-03,43.29
2004-08-27,44.2
2004-08-20,47.33
2004-08-13,45.25
2004-08-06,43.83
2004-07-30,42.55
2004-07-23,41.23
2004-07-16,40.39
2004-07-09,39.76
2004-07-02,37.22
2004-06-25,37.76
2004-06-18,37.86
2004-06-11,37.98
2004-06-04,40.02
2004-05-28,40.58
2004-05-21,40.89
2004-05-14,40.44
2004-05-07,39.21
2004-04-30,37.33
2004-04-23,36.78
2004-04-16,37.42
2004-04-09,35.66
2004-04-02,35.22
2004-03-26,36.56
2004-03-19,37.82
2004-03-12,36.38
2004-03-05,36.64
2004-02-27,35.26
2004-02-20,35.56
2004-02-13,33.85
2004-02-06,33.55
2004-01-30,33.61
2004-01-23,35.16
2004-01-16,34.43
2004-01-09,33.88
2004-01-02,32.57
2003-12-26,32.23
2003-12-19,33.23
2003-12-12,32.13
2003-12-05,30.76
2003-11-28,29.97
2003-11-21,32.48
2003-11-14,31.53
2003-11-07,29.81
2003-10-31,29.19
2003-10-24,30.18
2003-10-17,31.55
2003-10-10,30.73
2003-10-03,29.45
2003-09-26,27.76
2003-09-19,27.39
2003-09-12,28.89
2003-09-05,29.19
2003-08-29,31.56
2003-08-22,31.25
2003-08-15,31.37
2003-08-08,32.07
2003-08-01,30.78
2003-07-25,30.41
2003-07-18,31.46
2003-07-11,30.71
2003-07-04,30.29
2003-06-27,29.24
2003-06-20,30.68
2003-06-13,31.54
2003-06-06,30.69
2003-05-30,29.15
2003-05-23,29.03
2003-05-16,28.58
2003-05-09,26.63
2003-05-02,25.65
2003-04-25,28.07
2003-04-18,29.41
2003-04-11,28.08
2003-04-04,29.39
2003-03-28,29.16
2003-03-21,30.4
2003-03-14,36.64
2003-03-07,36.85
2003-02-28,36.81
2003-02-21,36.62
2003-02-14,35.77
2003-02-07,33.91
2003-01-31,33.19
2003-01-24,33.25
2003-01-17,33.08
2003-01-10,31.48
2003-01-03,31.88
2002-12-27,32.23
2002-12-20,30.3
2002-12-13,27.76
2002-12-06,27.09
2002-11-29,26.47
2002-11-22,26.64
2002-11-15,25.57
2002-11-08,26
2002-11-01,27.06
2002-10-25,27.94
2002-10-18,29.69
2002-10-11,29.36
2002-10-04,30.23
2002-09-27,30.61
2002-09-20,29.47
2002-09-13,29.58
2002-09-06,28.66
2002-08-30,28.87
2002-08-23,29.33
2002-08-16,28.46
2002-08-09,26.76
2002-08-02,26.85
2002-07-26,26.62
2002-07-19,27.62
2002-07-12,26.65
2002-07-05,26.79
2002-06-28,26.65
2002-06-21,25.64
2002-06-14,24.93
2002-06-07,24.97
2002-05-31,25.25
2002-05-24,26.81
2002-05-17,28.4
2002-05-10,27.25
2002-05-03,26.89
2002-04-26,26.62
2002-04-19,25.56
2002-04-12,25.39
2002-04-05,26.99
2002-03-29,25.63
2002-03-22,25.17
2002-03-15,24.35
2002-03-08,23.26
2002-03-01,21.46
2002-02-22,20.8
2002-02-15,21.21
2002-02-08,19.96
2002-02-01,19.71
2002-01-25,19.38
2002-01-18,18.52
2002-01-11,20.59
2002-01-04,20.71
2001-12-28,20.86
2001-12-21,19.46
2001-12-14,18.43
2001-12-07,19.36
2001-11-30,19.09
2001-11-23,18.61
2001-11-16,19.62
2001-11-09,20.68
2001-11-02,21.15
2001-10-26,22
2001-10-19,21.85
2001-10-12,22.66
2001-10-05,22.63
2001-09-28,22.47
2001-09-21,27.16
2001-09-14,27.63
2001-09-07,27.37
2001-08-31,26.93
2001-08-24,27
2001-08-17,27.49
2001-08-10,27.78
2001-08-03,27.02
2001-07-27,26.6
2001-07-20,25.36
2001-07-13,27.12
2001-07-06,26.86
2001-06-29,26.33
2001-06-22,26.98
2001-06-15,28.92
2001-06-08,28.05
2001-06-01,28.38
2001-05-25,29.22
2001-05-18,29.07
2001-05-11,28.09
2001-05-04,28.4
2001-04-27,27.69
2001-04-20,28.02
2001-04-13,28.05
2001-04-06,26.64
2001-03-30,26.83
2001-03-23,26.55
2001-03-16,27.06
2001-03-09,28.46
2001-03-02,27.88
2001-02-23,28.74
2001-02-16,29.71
2001-02-09,30.96
2001-02-02,29.56
2001-01-26,29.99
2001-01-19,30.63
2001-01-12,28.78
2001-01-05,27.83
2000-12-29,26.44
2000-12-22,27.4
2000-12-15,28.96
2000-12-08,29.68
2000-12-01,34.01
2000-11-24,35.26
2000-11-17,35.1
2000-11-10,33.49
2000-11-03,32.8
2000-10-27,33.31
2000-10-20,33.21
2000-10-13,33.87
2000-10-06,31.41
2000-09-29,31.14
2000-09-22,35.45
2000-09-15,34.65
2000-09-08,34.44
2000-09-01,33.09
2000-08-25,31.87
2000-08-18,31.87
2000-08-11,30.15
2000-08-04,28.42
2000-07-28,28
2000-07-21,30.74
2000-07-14,30.52
2000-07-07,30.31
2000-06-30,32.16
2000-06-23,32.11
2000-06-16,32.49
2000-06-09,29.88
2000-06-02,29.96
2000-05-26,29.57
2000-05-19,29.84
2000-05-12,28.71
2000-05-05,26.76
2000-04-28,25.44
2000-04-21,26.31
2000-04-14,24.87
2000-04-07,25.69
2000-03-31,26.99
2000-03-24,28.04
2000-03-17,31.29
2000-03-10,32.2
2000-03-03,31.11
2000-02-25,29.83
2000-02-18,29.87
2000-02-11,28.82
2000-02-04,28.05
2000-01-28,27.7
2000-01-21,29.06
2000-01-14,26.29
2000-01-07,24.87
1999-12-31,26.31
1999-12-24,26.04
1999-12-17,26.21
1999-12-10,26.16
1999-12-03,25.44
1999-11-26,26.79
1999-11-19,25.96
1999-11-12,24.2
1999-11-05,22.72
1999-10-29,22.58
1999-10-22,22.6
1999-10-15,22.38
1999-10-08,22.77
1999-10-01,24.54
1999-09-24,24.5
1999-09-17,24.29
1999-09-10,23.01
1999-09-03,21.92
1999-08-27,21.22
1999-08-20,21.61
1999-08-13,21.45
1999-08-06,20.53
1999-07-30,20.59
1999-07-23,20.01
1999-07-16,20.15
1999-07-09,19.8
1999-07-02,19.01
1999-06-25,18.09
1999-06-18,18.2
1999-06-11,17.96
1999-06-04,16.76
1999-05-28,17.11
1999-05-21,17.27
1999-05-14,18.04
1999-05-07,18.66
1999-04-30,18.22
1999-04-23,17.92
1999-04-16,16.76
1999-04-09,16.44
1999-04-02,16.66
1999-03-26,15.64
1999-03-19,14.84
1999-03-12,14.19
1999-03-05,12.87
1999-02-26,12.4
1999-02-19,11.68
1999-02-12,11.77
1999-02-05,12.17
1999-01-29,12.4
1999-01-22,12.26
1999-01-15,12.58
1999-01-08,12.66
1999-01-01,11.75
1998-12-25,11.12
1998-12-18,11.44
1998-12-11,11.09
1998-12-04,11.19
1998-11-27,12.14
1998-11-20,12.34
1998-11-13,13.57
1998-11-06,14.11
1998-10-30,14.26
1998-10-23,13.78
1998-10-16,14.18
1998-10-09,14.99
1998-10-02,15.77
1998-09-25,15.74
1998-09-18,14.77
1998-09-11,14.36
1998-09-04,14
1998-08-28,13.54
1998-08-21,13.24
1998-08-14,13.02
1998-08-07,13.74
1998-07-31,14.2
1998-07-24,13.81
1998-07-17,14.37
1998-07-10,13.83
1998-07-03,14.28
1998-06-26,14.14
1998-06-19,11.95
1998-06-12,13.44
1998-06-05,14.96
1998-05-29,14.97
1998-05-22,14.12
1998-05-15,14.98
1998-05-08,15.43
1998-05-01,15.58
1998-04-24,15.34
1998-04-17,15.45
1998-04-10,15.45
1998-04-03,15.82
1998-03-27,16.5
1998-03-20,13.89
1998-03-13,14.21
1998-03-06,15.23
1998-02-27,15.38
1998-02-20,16.06
1998-02-13,16.24
1998-02-06,16.64
1998-01-30,17.23
1998-01-23,16.14
1998-01-16,16.44
1998-01-09,16.84
1998-01-02,17.57
1997-12-26,18.3
1997-12-19,18.29
1997-12-12,18.4
1997-12-05,18.71
1997-11-28,19.57
1997-11-21,19.8
1997-11-14,20.62
1997-11-07,20.63
1997-10-31,20.91
1997-10-24,20.97
1997-10-17,20.83
1997-10-10,22.06
1997-10-03,21.6
1997-09-26,20.12
1997-09-19,19.41
1997-09-12,19.4
1997-09-05,19.57
1997-08-29,19.49
1997-08-22,19.89
1997-08-15,20
1997-08-08,20.33
1997-08-01,20.08
1997-07-25,19.51
1997-07-18,19.51
1997-07-11,19.45
1997-07-04,19.96
1997-06-27,19.25
1997-06-20,18.85
1997-06-13,18.68
1997-06-06,19.98
1997-05-30,20.86
1997-05-23,21.63
1997-05-16,21.51
1997-05-09,19.94
1997-05-02,20.01
1997-04-25,19.95
1997-04-18,19.68
1997-04-11,19.39
1997-04-04,19.75
1997-03-28,20.85
1997-03-21,21.77
1997-03-14,20.64
1997-03-07,20.71
1997-02-28,20.8
1997-02-21,22.17
1997-02-14,22.23
1997-02-07,23.48
1997-01-31,24.27
1997-01-24,24.5
1997-01-17,25.44
1997-01-10,26.34
1997-01-03,25.64
1996-12-27,25.01
1996-12-20,25.85
1996-12-13,24.26
1996-12-06,25.15
1996-11-29,23.62
1996-11-22,23.94
1996-11-15,23.88
1996-11-08,22.89
1996-11-01,23.97
1996-10-25,25.18
1996-10-18,25.48
1996-10-11,24.95
1996-10-04,24.42
1996-09-27,24.13
1996-09-20,23.51
1996-09-13,24.42
1996-09-06,23.48
1996-08-30,21.86
1996-08-23,22.42
1996-08-16,22.25
1996-08-09,21.38
1996-08-02,20.68
1996-07-26,20.79
1996-07-19,21.87
1996-07-12,21.62
1996-07-05,21.29
1996-06-28,20.51
1996-06-21,20.99
1996-06-14,20.16
1996-06-07,20.07
1996-05-31,20.39
1996-05-24,21.82
1996-05-17,21.14
1996-05-10,20.97
1996-05-03,21.3
1996-04-26,22.74
1996-04-19,24.39
1996-04-12,23.99
1996-04-05,22.5
1996-03-29,21.85
1996-03-22,22.73
1996-03-15,20.82
1996-03-08,19.67
1996-03-01,19.47
1996-02-23,19.92
1996-02-16,18.81
1996-02-09,17.7
1996-02-02,17.65
1996-01-26,18.07
1996-01-19,18.61
1996-01-12,19.17
1996-01-05,19.97
1995-12-29,19.42
1995-12-22,19.17
1995-12-15,19
1995-12-08,18.75
1995-12-01,18.32
1995-11-24,18
1995-11-17,18.06
1995-11-10,17.77
1995-11-03,17.78
1995-10-27,17.39
1995-10-20,17.51
1995-10-13,17.31
1995-10-06,17.28
1995-09-29,17.53
1995-09-22,18.28
1995-09-15,18.68
1995-09-08,18.41
1995-09-01,17.86
1995-08-25,18.1
1995-08-18,17.61
1995-08-11,17.79
1995-08-04,17.69
1995-07-28,17.25
1995-07-21,17.14
1995-07-14,17.34
1995-07-07,17.23
1995-06-30,17.67
1995-06-23,17.74
1995-06-16,18.92
1995-06-09,19.03
1995-06-02,18.93
1995-05-26,19.39
1995-05-19,20
1995-05-12,19.72
1995-05-05,20.22
1995-04-28,20.27
1995-04-21,20.22
1995-04-14,19.54
1995-04-07,19.44
1995-03-31,19.13
1995-03-24,18.73
1995-03-17,18.13
1995-03-10,18.3
1995-03-03,18.49
1995-02-24,18.65
1995-02-17,18.5
1995-02-10,18.41
1995-02-03,18.46
1995-01-27,18.21
1995-01-20,18.45
1995-01-13,17.55
1995-01-06,17.58
1994-12-30,17.73
1994-12-23,17.07
1994-12-16,16.86
1994-12-09,16.98
1994-12-02,17.81
1994-11-25,17.84
1994-11-18,17.51
1994-11-11,18.27
1994-11-04,18.69
1994-10-28,17.87
1994-10-21,17.32
1994-10-14,17.4
1994-10-07,18.16
1994-09-30,17.85
1994-09-23,17.43
1994-09-16,16.95
1994-09-09,17.66
1994-09-02,17.53
1994-08-26,17.22
1994-08-19,17.87
1994-08-12,18.88
1994-08-05,20.05
1994-07-29,19.63
1994-07-22,19.43
1994-07-15,20.17
1994-07-08,19.37
1994-07-01,19.2
1994-06-24,19.78
1994-06-17,19.64
1994-06-10,18.27
1994-06-03,18.22
1994-05-27,17.89
1994-05-20,18.2
1994-05-13,17.94
1994-05-06,17.18
1994-04-29,16.91
1994-04-22,16.75
1994-04-15,16.08
1994-04-08,15.69
1994-04-01,14.39
1994-03-25,15.14
1994-03-18,14.82
1994-03-11,14.19
1994-03-04,14.65
1994-02-25,14.5
1994-02-18,14.11
1994-02-11,14.87
1994-02-04,15.73
1994-01-28,15.31
1994-01-21,15.05
1994-01-14,14.63
1994-01-07,15.06
1993-12-31,14.21
1993-12-24,14.45
1993-12-17,14.32
1993-12-10,14.71
1993-12-03,15.23
1993-11-26,16.7
1993-11-19,16.76
1993-11-12,16.71
1993-11-05,17.31
